행정구역별(시도),가구주의 성별,가구주의 연령별,계.2026,미혼.2026,유배우.2026,사별.2026,이혼.2026,계.2027,미혼.2027,유배우.2027,사별.2027,이혼.2027,계.2028,미혼.2028,유배우.2028,사별.2028,이혼.2028,계.2029,미혼.2029,유배우.2029,사별.2029,이혼.2029,계.2030,미혼.2030,유배우.2030,사별.2030,이혼.2030,계.2031,미혼.2031,유배우.2031,사별.2031,이혼.2031,계.2032,미혼.2032,유배우.2032,사별.2032,이혼.2032,계.2033,미혼.2033,유배우.2033,사별.2033,이혼.2033,계.2034,미혼.2034,유배우.2034,사별.2034,이혼.2034,계.2035,미혼.2035,유배우.2035,사별.2035,이혼.2035,계.2036,미혼.2036,유배우.2036,사별.2036,이혼.2036,계.2037,미혼.2037,유배우.2037,사별.2037,이혼.2037,계.2038,미혼.2038,유배우.2038,사별.2038,이혼.2038,계.2039,미혼.2039,유배우.2039,사별.2039,이혼.2039,계.2040,미혼.2040,유배우.2040,사별.2040,이혼.2040,계.2041,미혼.2041,유배우.2041,사별.2041,이혼.2041,계.2042,미혼.2042,유배우.2042,사별.2042,이혼.2042,계.2043,미혼.2043,유배우.2043,사별.2043,이혼.2043,계.2044,미혼.2044,유배우.2044,사별.2044,이혼.2044,계.2045,미혼.2045,유배우.2045,사별.2045,이혼.2045,계.2046,미혼.2046,유배우.2046,사별.2046,이혼.2046,계.2047,미혼.2047,유배우.2047,사별.2047,이혼.2047,계.2048,미혼.2048,유배우.2048,사별.2048,이혼.2048,계.2049,미혼.2049,유배우.2049,사별.2049,이혼.2049,계.2050,미혼.2050,유배우.2050,사별.2050,이혼.2050,계.2051,미혼.2051,유배우.2051,사별.2051,이혼.2051,계.2052,미혼.2052,유배우.2052,사별.2052,이혼.2052
전국,남자,50~54세,1586202,253929,1175113,12290,144870,1528485,261279,1117157,11017,139032,1467811,263167,1061277,10356,133011,1417044,266972,1011836,9710,128526,1419703,279623,1002282,9434,128364,1440887,296694,1004988,9160,130045,1464855,314393,1009228,9090,132144,1467198,328209,998059,8818,132112,1442731,335269,969358,8552,129552,1372246,334056,907762,7902,122526,1301016,331350,847263,7336,115067,1223353,328680,781664,6634,106375,1164116,330988,727928,6122,99078,1138184,342346,695568,5754,94516,1139276,360727,680609,5700,92240,1141906,380088,666286,5609,89923,1174781,408621,670499,5610,90051,1215598,439429,679456,5844,90869,1244454,467064,681033,5904,90453,1263798,489252,679033,5819,89694,1279257,508924,675874,5662,88797,1262558,513880,657464,5477,85737,1235136,512523,635445,4982,82186,1202134,505940,612699,4713,78782,1173359,500464,592969,4371,75555,1136837,490643,570156,4079,71959,1082632,471873,539367,3730,67662
전국,남자,55~59세,1697057,204078,1279436,22773,190770,1711366,224926,1270018,22117,194305,1720172,247595,1255389,21353,195835,1687728,263757,1212669,19699,191603,1646671,275915,1166249,18438,186069,1576402,281603,1100320,16916,177563,1515572,284424,1044878,15576,170694,1460754,287602,994551,14725,163876,1415215,292808,949996,13902,158509,1422495,307620,942694,13615,158566,1448563,327321,947102,13391,160749,1477415,347666,953041,13383,163325,1484644,363596,944640,13127,163281,1464590,371899,919692,12812,160187,1397697,370965,863225,11955,151552,1329158,368293,807267,11159,142439,1253908,365761,746061,10188,131898,1197229,368801,695882,9454,123092,1174611,381895,666069,8952,117695,1179865,402850,652973,8855,115187,1186819,425031,640410,8721,112657,1225183,457517,645697,8765,113204,1272023,492650,655652,9079,114642,1306508,524255,658436,9184,114633,1330741,549723,657727,9130,114161,1350533,572138,655868,9002,113525,1335837,578064,638884,8770,110119
전국,남자,60~64세,1620640,118474,1273793,35850,192523,1596076,128626,1238744,33594,195112,1567918,140133,1200417,31328,196040,1627159,161720,1226576,31669,207194,1642848,181880,1218172,30804,211992,1673606,205652,1219869,30366,217719,1697956,231413,1215312,30052,221179,1713850,255035,1205748,29423,223644,1688403,272064,1168801,27701,219837,1653341,284762,1127885,26343,214351,1588340,290850,1067668,24558,205264,1531828,294092,1016911,22999,197826,1480935,297748,970691,21929,190567,1439370,303671,929894,20902,184903,1451188,319684,925157,20653,185694,1482204,340680,932070,20578,188876,1515799,362140,940486,20755,192418,1526924,378702,934817,20595,192810,1509289,387094,912457,20265,189473,1443453,386168,858554,19106,179625,1375675,383805,804586,17965,169319,1301051,381810,745195,16578,157468,1245476,385645,696638,15509,147684,1224976,399949,668230,14833,141964,1233266,422467,656440,14715,139644,1243508,446300,645268,14564,137376,1286611,481161,651887,14744,138819
전국,남자,65~69세,1496962,64691,1211481,51585,169205,1566463,72840,1259342,52158,182123,1607421,83876,1277656,51818,194071,1585942,91489,1247139,49286,198028,1566336,101567,1216318,47043,201408,1526256,110901,1169742,44094,201519,1524993,122369,1154363,42580,205681,1502746,133595,1122154,40306,206691,1563963,154438,1149866,41112,218547,1583296,173955,1145212,40458,223671,1617207,196966,1150054,40304,229883,1644502,221851,1148589,40237,233825,1663306,244566,1142212,39819,236709,1642318,261093,1110082,38050,233093,1610944,273336,1073308,36588,227712,1550330,279327,1018113,34482,218408,1497778,282718,971580,32654,210826,1450861,286607,929451,31308,203495,1413147,292830,892604,30019,197694,1427949,308885,890324,29849,198891,1461235,329712,898923,29998,202602,1496558,350855,908619,30422,206662,1508941,367005,904193,30389,207354,1492396,375076,883203,30029,204088,1428625,374372,831971,28479,193803,1363448,372539,780916,26891,183102,1291689,371307,724728,24959,170695
전국,남자,70~74세,1046753,25718,858723,57154,105158,1108797,29776,901631,58768,118622,1188494,35939,959092,60201,133262,1275263,42686,1020999,63090,148488,1340099,48849,1064657,64118,162475,1432320,57814,1128763,65969,179774,1466789,65486,1145782,65863,189658,1510578,75564,1166627,66285,202102,1495725,82574,1142936,64101,206114,1482432,91884,1118704,62001,209843,1449517,100560,1079557,58918,210482,1453145,111192,1069055,57722,215176,1436018,121609,1042215,55421,216773,1498756,140894,1071412,56985,229465,1521573,159024,1070413,56688,235448,1558374,180435,1078259,57001,242679,1589113,203696,1080517,57389,247511,1611648,225045,1078152,57357,251094,1595080,240728,1050763,55493,248096,1568437,252530,1018933,53889,243085,1512826,258583,969101,51280,233862,1464598,262203,927108,49020,226267,1421468,266289,888891,47216,219072,1386952,272548,855351,45492,213561,1403658,287960,854648,45427,215623,1438675,307856,864532,45932,220355,1476005,328130,875679,46785,225411
전국,남자,75~79세,702386,8649,590640,56828,46269,736233,9594,615865,58959,51815,764072,11135,634383,59737,58817,797398,13082,657177,60358,66781,872448,16781,712089,63063,80515,954843,20831,772005,67886,94121,1017887,25224,814558,70700,107405,1097129,30433,872114,73941,120641,1182765,36100,933619,78581,134465,1250039,41473,979875,81117,147574,1342708,49224,1044859,85045,163580,1380719,55824,1066125,86310,172460,1427991,64632,1091453,88082,183824,1419154,70587,1074726,86595,187246,1412386,78629,1057731,84917,191109,1387644,86429,1027063,81827,192325,1396260,95784,1022220,81270,196986,1385541,105398,1002055,79067,199021,1450540,122523,1034790,81987,211240,1477640,138810,1039084,82455,217291,1518306,158029,1051937,83750,224590,1552339,178659,1059069,85082,229529,1577597,197277,1061075,85912,233333,1565193,211230,1038550,84146,231267,1541594,221311,1010755,82489,227039,1489690,226587,964987,79183,218933,1445095,230153,926232,76338,212372
전국,남자,80~84세,437158,2552,363519,53294,17793,446852,2792,370755,53330,19975,470696,3175,389089,54654,23778,504404,3721,414856,57829,27998,539257,4320,441403,61353,32181,566137,4576,460892,64676,35993,596194,5436,482919,66611,41228,623478,6362,501745,68625,46746,654817,7548,523520,70757,52992,723073,9837,573554,75773,63909,793675,12191,624247,82840,74397,850483,14811,663103,87773,84796,920301,17907,713418,93760,95216,994547,21285,766141,101096,106025,1057719,24576,810119,106088,116936,1141014,29362,868462,113207,129983,1174238,33324,887222,116649,137043,1217577,38825,911862,120692,146198,1209914,42309,898564,120456,148585,1207783,47334,888656,119748,152045,1192761,52351,869433,117156,153821,1202823,58249,868682,117986,157906,1198637,64495,857283,116476,160383,1257781,75514,889561,121991,170715,1283590,85826,897406,124125,176233,1321112,98026,912900,127396,182790,1350325,111024,921502,130660,187139
전국,남자,85세이상,278289,802,206409,65821,5257,302622,875,224392,71179,6176,332203,984,246759,76794,7666,347278,1096,257261,80070,8851,363879,1215,268850,83566,10248,370082,1356,272172,85287,11267,401939,1560,295877,90996,13506,433162,1784,318319,96872,16187,460925,2087,337605,102403,18830,490528,2418,358024,108550,21536,507114,2589,368033,112813,23679,544739,3088,393987,120168,27496,579496,3631,416602,127657,31606,614471,4346,438917,135178,36030,677416,5638,481511,146941,43326,731156,6871,516122,158449,49714,789135,8394,552791,171028,56922,853807,10164,594383,185035,64225,920619,12142,636408,200213,71856,998922,14344,685664,217666,81248,1083879,17280,738309,237021,91269,1132747,19890,762957,252217,97683,1194417,23418,795711,269616,105672,1218934,25917,801482,282108,109427,1257898,29326,816853,296360,115359,1292877,33082,829115,309926,120754,1321246,37128,836243,322365,125510
전국,남자,65세이상,3961548,102412,3230772,284682,343682,4160967,115877,3371985,294394,378711,4362886,135109,3506979,303204,417594,4510285,152074,3597432,310633,450146,4682019,172732,3703317,319143,486827,4849638,195478,3803574,327912,522674,5007802,220075,3893499,336750,557478,5167093,247738,3980959,346029,592367,5358195,282747,4087546,356954,630948,5529368,319567,4175369,367899,666533,5710221,361530,4266750,379920,702021,5873588,406766,4340859,392210,733753,6027112,452345,4405900,404739,764128,6169246,498205,4461278,417904,791859,6280038,541203,4493082,431222,814531,6368518,582424,4508019,444966,833109,6446524,623916,4514330,458990,849288,6519434,666039,4515903,473459,864033,6589300,710532,4513129,488168,877471,6680731,761903,4522661,503607,892560,6769007,815955,4527703,519205,906144,6849065,869856,4526435,534727,918047,6901060,918484,4507153,549609,925814,6921256,960285,4468147,563766,929058,6915365,998795,4411633,576880,928057,6905802,1038090,4352450,589328,925934,6884360,1077742,4284384,601107,921127
전국,여자,합계,8060433,2142398,2686741,1876014,1355280,8228205,2198632,2750455,1879275,1399843,8380844,2251523,2801363,1884577,1443381,8525379,2302778,2847266,1889421,1485914,8662694,2353362,2888056,1893984,1527292,8795338,2405918,2923659,1898374,1567387,8921848,2459246,2953942,1902572,1606088,9042508,2513912,2978750,1906595,1643251,9155240,2566888,2999486,1910353,1678513,9261592,2620044,3015895,1913787,1711866,9361067,2672816,3027911,1916983,1743357,9451656,2723061,3035582,1920016,1772997,9532823,2770154,3039011,1922928,1800730,9603982,2813770,3038424,1925387,1826401,9664846,2853500,3034131,1927320,1849895,9715377,2889377,3026293,1928830,1870877,9755576,2921543,3015256,1929584,1889193,9784911,2949943,3001189,1929164,1904615,9803387,2974614,2984340,1927455,1916978,9810886,2995964,2964817,1923835,1926270,9808613,3014981,2942646,1918499,1932487,9798160,3033151,2917849,1911397,1935763,9780308,3051553,2890425,1902065,1936265,9756419,3071153,2860394,1890754,1934118,9727723,3092684,2827843,1877677,1929519,9694433,3116516,2792862,1862545,1922510,9656591,3142610,2755664,1845172,1913145
전국,여자,24세이하,306922,303170,3211,9,532,295746,292603,2690,6,447,295955,293110,2459,0,386,294861,292215,2280,0,366,298443,295941,2156,0,346,305041,302636,2075,0,330,307499,305224,1963,0,312,304297,302234,1784,0,279,304734,302742,1731,0,261,305937,303947,1738,0,252,299043,297117,1691,0,235,289748,287870,1650,0,228,277140,275324,1598,0,218,264901,263116,1573,0,212,246624,244933,1492,0,199,226080,224527,1371,0,182,209778,208336,1273,0,169,196767,195414,1197,0,156,185654,184380,1129,0,145,176623,175407,1078,0,138,169524,168352,1040,0,132,164503,163370,1005,0,128,162541,161435,983,0,123,164159,163049,988,0,122,169003,167855,1022,0,126,175169,173965,1073,0,131,180587,179328,1122,0,137
전국,여자,25~29세,547641,500210,40926,141,6364,542583,498040,38429,89,6025,520854,480072,35223,77,5482,503850,466399,32443,54,4954,477282,443980,28921,43,4338,451291,422423,25182,34,3652,443494,417223,22993,27,3251,446355,421904,21455,18,2978,443393,420368,20269,16,2740,445702,423150,19961,16,2575,456544,433773,20268,15,2488,461410,438552,20438,15,2405,458957,436527,20121,14,2295,458200,435541,20385,13,2261,459981,436813,20892,13,2263,451555,428685,20651,11,2208,436496,414040,20298,10,2148,415477,393677,19723,9,2068,394550,373210,19324,9,2007,366446,346234,18312,8,1892,336353,317681,16921,8,1743,312293,294849,15812,7,1625,292470,275988,14944,7,1531,274967,259318,14193,7,1449,260287,245292,13603,7,1385,249307,234825,13142,6,1334,242952,228878,12772,4,1298
전국,여자,30~34세,610209,431325,155611,1005,22268,629162,452035,154249,836,22042,633420,462278,149588,729,20825,630996,465419,145136,626,19815,631013,470404,141231,530,18848,624276,469919,136059,457,17841,602970,456974,128942,403,16651,577085,441056,120488,358,15183,557002,429071,113776,305,13850,526999,409043,105362,258,12336,498206,389926,97213,218,10849,489247,385165,93864,196,10022,492223,389517,92992,176,9538,488526,387466,91793,163,9104,490242,388654,92529,158,8901,501763,397695,95001,156,8911,506914,401432,96457,152,8873,504540,399525,96166,144,8705,503174,397107,97245,142,8680,504770,397014,98895,139,8722,495895,389291,97916,134,8554,479380,374848,96080,128,8324,456320,355078,93110,122,8010,433245,335076,90330,115,7724,402913,310168,85368,107,7270,370834,284639,79356,99,6740,345246,264274,74561,92,6319
전국,여자,35~39세,529757,241697,239727,2819,45514,543066,253736,241574,2635,45121,570216,274415,248062,2434,45305,593361,293824,252442,2197,44898,612756,311430,255015,2032,44279,630555,328297,256919,1864,43475,635342,338386,253745,1632,41579,636866,346213,249551,1480,39622,632213,348549,244526,1330,37808,630430,352215,240849,1196,36170,622100,351355,235314,1083,34348,599346,340586,225664,979,32117,572258,327352,214422,880,29604,551573,317591,205680,790,27512,521352,301909,193687,704,25052,492594,287168,182141,618,22667,483736,283491,178226,573,21446,486770,286702,178700,538,20830,483027,284850,177534,508,20135,484705,285535,178852,490,19828,496330,292267,183621,484,19958,501648,294824,186438,476,19910,499519,292978,186528,459,19554,498305,290762,187674,448,19421,500177,290482,189824,444,19427,491736,284380,187937,426,18993,475608,273183,183638,406,18381
전국,여자,40~44세,574889,176936,298554,8373,91026,562853,177051,290958,7410,87434,545393,176148,280642,6499,82104,541533,180018,276296,5964,79255,548765,187804,277266,5663,78032,559030,198670,278275,5324,76761,582024,215655,284592,5094,76683,607514,233610,291919,4845,77140,628986,250703,296891,4542,76850,646786,266521,299823,4305,76137,663061,281623,302199,4066,75173,665702,290412,299062,3715,72513,665259,297272,294856,3450,69681,659002,299654,289168,3194,66986,655834,302880,285307,2972,64675,646031,302056,279221,2767,61987,621892,293310,267519,2557,58506,593431,282363,254122,2349,54597,571607,274188,243868,2167,51384,539825,260484,229977,1964,47400,509335,247175,216896,1766,43498,499465,243567,212643,1659,41596,501818,245762,213723,1592,40741,497539,244002,212371,1525,39641,499171,244935,213513,1495,39228,510878,250789,219005,1488,39596,516109,252963,222081,1470,39595
전국,여자,45~49세,662714,157203,333833,19534,152144,678270,166352,342389,18302,151227,694768,176297,348805,17490,152176,696680,182663,347505,16401,150111,675857,183755,333915,14705,143482,652830,182892,320361,13339,136238,624788,180507,304587,11713,127981,603415,180442,291873,10446,120654,597131,185122,285738,9660,116611,603300,193815,285361,9192,114932,612859,205655,285264,8700,113240,636423,223707,290868,8391,113457,662889,242980,297505,8082,114322,685136,261463,301762,7716,114195,703507,278658,304027,7399,113423,720282,294987,305846,7091,112358,722414,304685,302089,6618,109022,721247,312353,297227,6225,105442,713872,315342,290837,5850,101843,709790,318942,286437,5530,98881,698617,318276,279809,5212,95320,672152,309531,267460,4855,90306,641007,298257,253569,4490,84691,616924,289602,243009,4183,80130,582287,275185,228847,3829,74426,549126,261180,215544,3487,68915,538008,257271,211085,3307,66345
전국,여자,50~54세,724725,120625,351094,42413,210593,720858,127743,350457,37955,204703,706135,132496,344686,34150,194803,695280,137153,340282,30774,187071,710006,146670,347798,29275,186263,732411,157773,358246,27904,188488,760861,171214,370379,27357,191911,776450,181956,375494,26342,192658,775947,189052,372563,24919,189413,749986,190610,356551,22585,180240,721835,190043,340566,20577,170649,688350,187719,322381,18276,159974,662526,187714,307680,16448,150684,653519,192670,300154,15286,145409,658485,201852,298874,14601,143158,667274,214352,297993,13912,141017,691400,233367,303104,13511,141418,718840,253698,309436,13161,142545,741849,273226,313432,12739,142452,760743,291476,315382,12349,141536,778008,308893,316818,11960,140337,779284,319171,312373,11322,136418,776966,327280,306767,10749,132170,768130,330478,299698,10199,127755,762943,334364,294621,9738,124220,750097,333676,287261,9255,119905,721017,324484,274256,8675,113602
전국,여자,55~59세,797581,86781,377867,85898,247035,828205,97679,393380,81052,256094,850785,110273,402685,76132,261695,853305,122227,401944,69878,259256,849301,130731,400259,63923,254388,831130,137952,390692,57886,244600,813742,143112,382477,53015,235138,796926,149148,374341,48318,225119,784225,154907,367977,44115,217226,800259,166079,374664,42253,217263,824797,179093,384564,40709,220431,856059,194866,396242,40090,224861,872997,207849,400423,38819,225906,872070,216808,395990,36961,222311,842536,219270,377852,33771,211643,810449,219007,359912,30920,200610,772394,216430,339893,27742,188329,743192,216526,323709,25176,177781,732907,222296,315191,23531,171889,738505,233029,313273,22586,169617,748673,247598,311900,21657,167518,776186,269597,316888,21183,168518,807844,293491,323150,20816,170387,834768,316620,326927,20347,170874,857247,338431,328552,19890,170374,877738,359175,329621,19420,169522,879996,371435,324615,18547,165399
전국,여자,60~64세,760131,50443,333040,152702,223946,760914,53873,338593,138883,229565,772431,59546,346360,129722,236803,822011,69235,370667,127553,254556,847714,81206,381709,121015,263784,882590,95308,396806,116233,274243,911733,111154,406979,110965,282635,934547,125684,414419,105573,288871,936173,139515,412037,97999,286622,930479,149367,408366,90922,281824,909608,157769,397024,83248,271567,889634,163863,387132,76952,261687,870983,170926,377835,70818,251404,857252,177876,370666,65303,243407,875166,191093,376832,62924,244317,902182,206496,386027,61186,248473,936235,224969,396764,60570,253932,954110,239922,399804,59020,255364,951900,249919,394013,56570,251398,918899,252484,374933,52084,239398,883589,252104,356417,47923,227145,842665,249488,336225,43337,213615,811726,249986,319983,39602,202155,801475,257063,311326,37210,195876,808477,269812,309109,35890,193666,821013,287087,307582,34604,191740,853096,313171,312441,34021,193463
전국,여자,65~69세,741235,35163,265573,253979,186520,782471,37458,287093,253796,204124,808491,40595,302554,246267,219075,804973,42840,305592,231490,225051,800574,45696,309082,214351,231445,784358,49272,307173,193423,234490,794481,54222,314498,183173,242588,803080,59988,320506,172739,249847,851398,69799,341641,171620,268338,874552,81916,350415,164526,277695,907285,96096,362917,159716,288556,933914,111970,370683,154164,297097,954247,126398,376196,148189,303464,953337,140212,373187,138821,301117,945055,149944,368614,130233,296264,921752,158308,357385,120332,285727,899755,164394,347535,112134,275692,879615,171503,338697,104076,265339,864720,178618,332024,96818,257260,882065,192123,337478,93845,258619,908300,207773,345341,91961,263225,941359,226392,354315,91493,269159,957676,241162,356158,89654,270702,953726,250851,349908,86451,266516,919333,253213,332211,80127,253782,883352,252886,315461,74087,240918,842200,250525,297551,67429,226695
전국,여자,70~74세,582055,21807,150338,305977,103933,618927,24291,164009,311188,119439,663547,27011,180506,317890,138140,714226,29756,199527,326304,158639,753378,31947,217536,325843,178052,807668,34255,240259,333517,199637,829698,35813,251065,329605,213215,854071,38808,263193,323478,228592,847576,40942,264603,307435,234596,839438,43685,266566,287998,241189,818820,47124,263924,263337,244435,826322,51849,269291,252238,252944,831693,57429,273499,240119,260646,878394,66867,290718,240830,279979,899096,78554,297346,233257,289939,929839,92210,307202,228845,301582,954554,107450,313135,223303,310666,972752,121230,317233,216799,317490,969032,134446,314089,205014,315483,958580,143732,309681,194372,310795,932863,151743,299737,181208,300175,908923,157626,291072,170209,290016,886741,164500,283312,159267,279662,870025,171530,277368,149407,271720,885782,184718,281599,145742,273723,910823,200034,287828,143905,279056,942869,218175,295059,143910,285725
전국,여자,75~79세,465498,9725,81570,332347,41856,482857,10389,88080,337310,47078,498114,11555,95411,336269,54879,518338,12830,103044,337952,64512,564469,14985,116824,352607,80053,616827,17554,130811,370738,97724,655313,19915,142661,377540,115197,700795,22085,156577,389087,133046,752591,24257,172538,403075,152721,793011,26072,187872,407408,171659,849063,27941,207119,421263,192740,870397,29208,216004,419428,205757,894082,31725,225999,415680,220678,885188,33457,226708,398570,226453,874906,35779,228129,377764,233234,851689,38678,225882,350318,236811,857548,42608,230245,339321,245374,860985,47407,233816,326477,253285,906839,55376,248272,330684,272507,925382,65266,253902,323662,282552,953992,76684,262202,320791,294315,975760,89306,267045,316011,303398,990760,100514,270289,309580,310377,983366,111369,267578,295528,308891,969866,118875,263647,282755,304589,940993,125479,255135,265806,294573,914491,130431,247634,251383,285043
전국,여자,80~84세,379709,4507,39282,318780,17140,377127,4565,41021,312317,19224,385253,4781,44916,312925,22631,403788,5199,49386,322294,26909,425801,5768,54381,334097,31555,447601,5931,58507,347213,35950,463569,6642,64082,350903,41942,479841,7411,69450,354062,48918,500126,8249,74924,359468,57485,546677,9704,85307,380217,71449,596585,11331,95127,403149,86978,633801,12872,103699,414808,102422,677567,14249,113648,431519,118151,727104,15622,124914,451105,135463,768090,16829,136424,462211,152626,823504,18046,150411,483363,171684,842858,18881,155977,484808,183192,864839,20585,162677,485169,196408,854278,21716,162265,469034,201263,844331,23294,163437,449992,207608,822749,25252,162391,423659,211447,827531,27877,165425,414924,219305,830582,31174,168414,404036,226958,873324,36564,178919,413409,244432,889005,43256,182915,409022,253812,914033,50902,188818,409561,264752,931101,59291,191868,406967,272975
전국,여자,85세이상,377367,2806,16115,352037,6409,405166,2817,17533,377496,7320,435482,2946,19466,403993,9077,452177,3000,20722,417934,10521,467335,3045,21963,429900,12427,469730,3036,22294,430442,13958,496334,3205,24979,451145,17005,521266,3373,27700,469849,20344,543745,3612,30272,485869,23992,568036,3920,33060,502911,28145,581261,3970,34721,510902,31668,611303,4422,38604,530764,37513,640002,4892,42237,548734,44139,669780,5427,45726,566635,51992,723972,6332,52126,601313,64201,770383,7162,57250,629311,76660,819602,8150,62741,658285,90426,872346,9038,68682,690021,104605,929978,9940,75117,724389,120532,1000222,10944,83180,766814,139284,1074385,11892,91637,811736,159120,1117011,12705,95068,835793,173445,1164338,13948,99495,861691,189204,1186466,14869,100105,871925,199567,1221232,16098,103012,888631,213491,1249334,17499,105099,900401,226335,1273311,19201,106981,908961,238168
전국,여자,65세이상,2545864,74008,552878,1563120,355858,2666548,79520,597736,1592107,397185,2790887,86888,642853,1617344,443802,2893502,93625,678271,1635974,485632,3011557,101441,719786,1656798,533532,3126184,110048,759044,1675333,581759,3239395,119797,797285,1692366,629947,3359053,131665,837426,1709215,680747,3495436,146859,883978,1727467,737132,3621714,165297,923220,1743060,790137,3753014,186462,963808,1758367,844377,3875737,210321,998281,1771402,895733,3997591,234693,1031579,1784241,947078,4113803,261585,1061253,1795961,995004,4211119,287438,1082639,1804778,1036264,4297167,314404,1098130,1812169,1072464,4374317,341483,1109633,1817851,1105350,4450537,369763,1121105,1822542,1137127,4524847,400096,1131767,1825939,1167045,4610580,435359,1147678,1828685,1198858,4692289,473344,1161308,1829355,1228282,4770584,513906,1172925,1828430,1255323,4830097,551298,1177668,1824228,1276903,4866907,585183,1173878,1816720,1291126,4885218,616160,1163384,1806277,1299397,4898535,646800,1152341,1793760,1305634,4903972,677623,1139093,1778650,1308606
